medname,text,code,name
泮库溴铵 | 硝酸甘油,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn使用泮库溴铵之前服用硝酸甘油可增加神经肌肉阻滞的深度和持续时间。0新斯的明可用来解救联用两药引起的肌肉麻痹。0硝酸甘油不会延长筒箭毒碱、i琥珀胆碱、i加拉碘铵明的肌松作用。0,20,麻醉药与肌松药
地西泮 | 口服避孕药,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn雌性激素可抑制肝药酶对地西泮的代谢，l导致地西泮的血药浓度升高，l疗效增强。0注意监测，l必要时调整剂量。0与其他苯二氮卓类药物也可发生相似的相互作用。0,07,抗精神病和抗焦虑药物
泮库溴铵 | 碳酸锂,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn由于碳酸锂改变体内电解质平衡，l可增强和延长泮库溴铵的肌松作用，l导致呼吸暂停。0碳酸锂还可增强琥珀胆碱的肌松作用。0泮库溴铵和碳酸锂联用需谨慎，l病人需严密监测，l并应准备血氧供应。0,20,麻醉药与肌松药
泮库溴铵 | 氢化可的松,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn使用氢化可的松可部分恢复泮库溴铵所导致的神经肌肉阻滞。0类似反应在氢化可的松与其他非去极化肌松药之间也有发生。0泼尼松等皮质激素也有类似反应。0手术时应用皮质激素，l则需适当增加肌松药的用量。0,20,麻醉药与肌松药
泮库溴铵 | 呋塞米,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn呋塞米降低细胞外钾离子浓度，l使泮库溴铵的肌松作用增强并延长。0需监测血清钾离子水平和肌松作用的延长，l必要时需适当调节。0相似反应发生在筒箭毒碱与排钾利尿药和噻嗪类利尿药之间。0其他非去极化肌松药与呋塞米也有类似反应。0,20,麻醉药与肌松药
地西泮 | 氨茶碱,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn氨茶碱拮抗地西泮受体，l抑制GABA(γ-氨基丁酸)的转运，l可拮抗由地西泮诱导的麻醉、i镇静嗜睡、i思维迟缓及精神活动等作用。0其他茶碱衍生物可能发生相似的相互作用。0,07,抗精神病和抗焦虑药物
碳酸锂 | 乙醇,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn乙醇可导致碳酸锂血药浓度升高，l不良反应上升。0注意监测锂血药浓度。0,07,抗精神病和抗焦虑药物
华法林 | 胺碘酮,【严重性分级】Www~MediX~cnⅠ（严重）【相互作用】Www~MediX~cn胺碘酮可使华法林的抗凝血作用增强。0华法林的剂量应随凝血时间的改变而调整。0其他双香豆素类抗凝药物与胺碘酮之间也可能存在类似的相互作用。0而胺碘酮的作用则不变。0,17,抗凝（血）药
华法林 | 乙醇,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn中小量的乙醇不会对华法林产生明显作用，l连续大量的乙醇可明显影响华法林的代谢及引起服药病人的反应，l注意观察。0其他双香豆素类抗凝药与乙醇之间也可能存在类似的相互作用。0,17,抗凝（血）药
华法林 | 对乙酰氨基酚,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn华法林和对乙酰氨基酚同时用药可以引起凝血酶原不足反应。0这种相互作用是与药物剂量相关的。0增大对乙酰氨基酚的剂量则凝血时间延长及国际标准化比值增大。0其他双香豆素类抗凝剂与较大剂量的对乙酰氨基酚之间均有类似的相互作用存在。0,17,抗凝（血）药
噻氯匹定 | 环孢素,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn噻氯匹定可以诱导P45013A4酶，l使环孢素的血药浓度水平降低。0可以增加环孢素的剂量或停用噻氯匹定。0同类药物中没有药物影响环孢素。0,17,抗凝（血）药
华法林 | 阿卡波糖,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn对服用华法林的患者服用阿卡波糖，l可以引起华法林的抗凝作用增强，l使服用阿卡波糖2周的病人的国际标准化比值(INR)提高4.85。0仔细监测病人的抗凝状态。0华法林的剂量可能需要进行调整。0其他药物对阿卡波糖没有影响。0,17,抗凝（血）药
噻氯匹定 | 氢氧化铝、氨氧化镁,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn当与抗酸剂氢氧化铝联合用药时，l噻氯匹定的吸收大约会降低20%。0噻氯匹定和抗酸剂不应同时给药。0,17,抗凝（血）药
苯茚二酮 | 氟哌啶醇,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn苯茚二酮和氟哌啶醇同时使用可以导致苯茚二酮的抗凝作用降低，l因此在用药过程中可以减小氟哌啶醇的剂量或可以在需要时增大苯茚二酮的剂量。0,17,抗凝（血）药
肝素 | 吸烟,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn有数据显示吸烟者比较不吸烟者可能需要较大剂量肝素才可达到抗凝血目的。0,17,抗凝（血）药
肝素 | 硝酸甘油,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn硝酸甘油可降低肝素的作用。0同时应用时要经常监测肝素的作用，l并注意调整两药的剂量。0肝素与其他硝酸盐类衍生物之间尚未发现有类似的相互作用存在。0,17,抗凝（血）药
肝素 | 右旋糖酐,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn右旋糖酐-70与肝素联用可明显延长凝血时间并降低血液凝固力而诱发出血。0,17,抗凝（血）药
普鲁卡因胺 | 乙醇,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn乙醇可以增加普鲁卡因胺的清除，l缩短其半衰期。0两药同时应用时，l注意监测普鲁卡因胺血药浓度。0普鲁卡因胺的剂量可能需要调整。0,10,抗心律失常药物
硝苯地平 | 硫酸镁,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn两药同时应用可能会导致严重的低血压，l谨慎应用。0,10,抗心律失常药物
硝苯地平 | 氟烷,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn接受氟烷麻醉的患者应用硝苯地平会导致心肌无力。0因此尽量避免两药同时应用，l特别是左心室功能降低的患者。0,10,抗心律失常药物
硝苯地平 | 乙醇,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn乙醇抑制硝苯地平的代谢。0两药同时应用可以导致硝苯地平药-时曲线下面积的增大。0维拉帕米与乙醇也有类似的相互作用。0注意接受硝苯地平治疗的患者不得饮酒。0,10,抗心律失常药物
硝苯地平 | 西咪替丁,【严重性分级】Www~MediX~cnⅡ（谨慎）【相互作用】Www~MediX~cn西咪替丁可抑制P450酶对硝苯地平的代谢，l导致硝苯地平血药浓度和药-时曲线下面积的增大。0患者的动脉压可能会显著下降。0两药同时应用时，l注意监测患者的治疗反应。0雷尼替丁、i尼扎替丁、i法莫替丁可作西咪替丁替代药。0,10,抗心律失常药物
雷西嗪 | 西咪替丁,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn西咪替丁是肝药酶的抑制剂，l可以减少莫雷西嗪的清除，l延长其消除半衰期。0两药同时应用时，l莫雷西嗪的剂量可能需要调整。0,10,抗心律失常药物
美西律 | 苯妥英,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn苯妥英是肝药酶诱导剂，l加速美西律的肝代谢，l降低美西律血药浓度和生物利用度，l缩短消除半衰期。0两药联用时，l注意监测患者的治疗效果。0美西律的剂量可能需要调整。0,10,抗心律失常药物
美西律 | 甲氧氯普胺,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn甲氧氯普胺可以增加胃肠道排空速度，l导致美西律吸收的增多。0两药同时应用一般无需禁忌。0,10,抗心律失常药物
美西律 | 阿托品,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn阿托品有减慢胃肠道排空速率的作用，l可以影响美西律的吸收，l降低其最大血药浓度，l缩短其消除半衰期。0但两药同时应用一般无需禁忌。0,10,抗心律失常药物
碳酸锂 | 氯沙坦,【严重性分级】Www~MediX~cnⅢ（注意）【相互作用】Www~MediX~cn氯沙坦可抑制醛甾酮的分泌，l增加近端肾小管对锂的重吸收，l可致锂的血药浓度上升及毒性增加，l引起共济失调、i运动障碍及精神错乱。0需监测锂的血药浓度。0其他血管紧张素AT-1受体拮抗剂也可发生相似的相互作用。0,07,抗精神病和抗焦虑药物
