medname,text,code,name
风湿骨痛胶囊,【处方组成】Www~MediX~cn制川乌，l制草乌，l红花，l甘草，l木瓜，l乌梅，l麻黄。0【规格剂型】Www~MediX~cn胶囊剂：i每粒装0.3g。0【用法用量】Www@MediX@cn口服：i2-4粒/次，l2次/d。0【功能主治】医用.计算温经散寒，l通络止痛。0用于寒湿痹所致的手足四肢腰脊疼痛；风湿性关节炎见上述症候者。0【注意事项】Www_MediX_cn①本品含川乌、i草乌有毒，l不可多服；②孕妇忌服；③阴虚火旺，l湿热痹病者忌用。0,0901,祛寒通痹
湿热痹颗粒（片）,【处方组成】Www~MediX~cn苍术，l忍冬藤，l地龙，l连翘，l黄柏，l薏苡仁，l防风，l川牛膝，l粉萆薢，l桑枝，l防己，l威灵仙。0【规格剂型】Www~MediX~cn①颗粒剂：i每袋装5g（减糖型），l3g（无糖型）；②片剂：i每片重0.25g。0【用法用量】Www@MediX@cn①颗粒剂，l开水冲服，l1袋/次，l3次/d；②片剂，l口服，l6片/次，l3次/d。0【功能主治】医用.计算祛风除湿，l清热消肿，l通络定痛。0用于湿热痹证，l其症状为肌肉或关节红肿热痛，l有沉重感，l步履艰难，l发热，l口渴不欲饮，l小便色黄。0【注意事项】Www_MediX_cn①寒湿痹阻及脾胃虚寒者忌用；②忌辛辣油腻之品；宜忌酒；③孕妇慎用。0,0902,清热通痹
胡蜂酒,【处方组成】Www~MediX~cn胡蜂。0【规格剂型】Www~MediX~cn酒剂【用法用量】Www@MediX@cn口服：i15-25ml/次，l2次/d。0【功能主治】医用.计算祛风除湿。0用于风湿闭阻所致的痹病，l症见关节疼痛，l肢体沉重；急性风湿病，l风湿性关节炎见上述症候者。0【注意事项】Www_MediX_cn①忌食生冷；②酒精过敏者忌用；③服后偶有皮肤瘙痒，l停药后可自行缓解。0,0901,祛寒通痹
祛风舒筋丸,【处方组成】Www~MediX~cn防风，l桂枝，l麻黄，l威灵仙，l制川乌，l制草乌，l苍术（炒），l茯苓，l木瓜，l秦艽，l骨碎补（炒），l甘草，l青风藤，l老鹳草。0【规格剂型】Www~MediX~cn丸剂：i每丸重7g。0【用法用量】Www@MediX@cn口服：i1丸/次，l2次/d。0【功能主治】医用.计算祛风散寒，l除湿活络。0用于风寒湿闭阻所致的痹病，l症见关节疼痛，l局部畏恶风寒，l屈伸不利，l四肢麻木，l腰腿疼痛。0【注意事项】Www_MediX_cn①属风湿热痹者忌用；②孕妇忌用；③本品含川乌、i草乌有毒，l不可多服；④忌食生冷。0,0901,祛寒通痹
全天麻胶囊,【处方组成】Www~MediX~cn天麻。0【规格剂型】Www~MediX~cn胶囊剂：i每粒装0.5g。0【用法用量】Www@MediX@cn口服：i2-6粒/次，l3次/d。0【功能主治】医用.计算平肝，l息风，l止痉。0用于头痛眩晕，l肢体麻木，l癫痫抽搐。0【注意事项】Www_MediX_cn①本品以治标为主，l用于痫病、i中风时，l应配合其他药物治疗；②由气血亏虚引起的眩晕，l不宜单独使用本品。0,0702,平肝息气
清肝降压胶囊,【处方组成】Www~MediX~cn制何首乌，l桑寄生，l夏枯草，l槐花（炒），l小蓟，l丹参，l葛根，l川牛膝，l泽泻（盐炒），l远志（去心）。0【规格剂型】Www~MediX~cn胶囊剂：i每粒装0.5g。0【用法用量】Www@MediX@cn口服：i3粒/次，l3次/d。0或遵医嘱。0【功能主治】医用.计算清热平肝，l补益肝肾。0用于肝火上炎、i肝肾阴虚所致的眩晕、i头痛、i急躁易怒、i腰膝酸软、i心悸不寐、i口干口苦、i耳鸣健忘、i便秘溲黄。0【注意事项】Www_MediX_cn①气血不足之眩晕不宜使用；②服药期间，l忌食辛辣、i油腻之品。0,0702,平肝息气
药艾条,【处方组成】Www~MediX~cn艾叶，l桂枝，l高良姜，l广藿香，l降香，l香附，l白芷，l陈皮，l丹参，l生川乌。0【规格剂型】Www~MediX~cn每支约重28g。0【用法用量】Www@MediX@cn直射灸法，l一次适量，l红晕为度，l1-2次/d，l或遵医嘱。0【功能主治】医用.计算行气血，l逐寒湿。0用于风寒湿痹，l肌肉酸麻，l关节四肢疼痛，l脘腹冷痛。0【注意事项】Www_MediX_cn①湿热痹不宜；②孕妇的腹部和腰骶部不宜施灸；③对实热证、i阴虚发热者忌用；④对颜面、i五官和大血管的部位，l不宜灸。0,0901,祛寒通痹
国公酒,【处方组成】Www~MediX~cn当归，l羌活，l牛膝，l防风，l独活，l牡丹皮，l广藿香，l槟榔，l麦冬，l陈皮，l五加皮，l厚朴（姜炙），l红花，l天南星（矾炙），l枸杞子，l白芷，l白芍，l紫草，l补骨脂（盐炙），l青皮（醋炒），l白术（麸炒），l川芎，l木瓜，l栀子，l苍术（炒），l枳壳（麸炒），l乌药，l佛手，l玉竹，l陈皮，l红曲。0【规格剂型】Www~MediX~cn酒剂【用法用量】Www@MediX@cn口服：i10ml/次，l2次/d。0【功能主治】医用.计算散风祛湿，l舒筋活络。0用于风寒湿邪闭阻所致的痹病，l症见关节疼痛、i沉重，l屈伸不利，l手足麻木，l腰腿疼痛；也用于经络不和所致的半身不遂，l口眼歪斜，l下肢痿软，l行走无力。0【注意事项】Www_MediX_cn①阴虚有热或湿热阻络者不宜使用；②忌食生冷；③孕妇忌服；④酒精过敏者慎用；⑤勿加入其他酒类饮用。0,0901,祛寒通痹
小活络丸,【处方组成】Www~MediX~cn制川乌，l制草乌，l胆南星，l地龙，l乳香（醋制），l没药（醋制）。0【规格剂型】Www~MediX~cn丸剂：i每丸重3g。0【用法用量】Www@MediX@cn黄酒或温开水送服：i1丸/次，l2次/d。0【功能主治】医用.计算祛风散寒，l化痰除湿，l活血止痛。0用于风寒湿邪闭阻，l痰瘀阻络所致的痹病，l症见肢体关节疼痛，l或冷痛，l或疼痛夜甚，l关节屈伸不利，l麻木拘挛。0【注意事项】Www_MediX_cn①属湿热瘀阻或阴虚有热者慎用；②孕妇忌服；③本品含乳香、i没药，l脾胃虚弱者慎用；过敏体质慎用；④本品含川乌、i草乌有毒，l不可多服。0,0901,祛寒通痹
舒筋丸,【处方组成】Www~MediX~cn马钱子粉，l麻黄，l独活，l羌活，l桂枝，l甘草，l千年健，l牛膝，l乳香（醋制），l木瓜，l没药（醋制），l防风，l杜仲（盐制），l地枫皮，l续断。0【规格剂型】Www~MediX~cn丸剂：i每丸重3g。0【用法用量】Www@MediX@cn口服：i1丸/次，l1次/d。0【功能主治】医用.计算祛风除湿，l舒筋活血。0用于风寒湿痹，l四肢麻木，l筋骨疼痛，l行步艰难。0【注意事项】Www_MediX_cn①属实热证者忌用；②孕妇忌用；③本品含马钱子有毒，l不可多服；④本品含乳香、i没药，l脾胃虚弱者慎用；儿童、i老弱者慎用；⑤高血压、i心脏病、i肝肾功能不全、i癫痫、i破伤风、i甲亢病人忌用。0,0901,祛寒通痹
豨桐胶囊（丸）,"【处方组成】Www~MediX~cn豨莶草，l臭梧桐叶。0【规格剂型】Www~MediX~cn①胶囊剂；②丸剂：i每10粒重1.6g。0【用法用量】Www@MediX@cn口服：i①胶囊剂，l2-3粒/次，l3次/d；②丸剂,110粒/次，l3次/d。0【功能主治】医用.计算清热祛湿，l散风止痛。0用于风湿热痹，l症见关节红肿热痛；风湿性关节炎见上述证候者。0【注意事项】Www_MediX_cn①寒湿痹者不宜使用；②忌食猪肝、i羊肉、i羊血、i番薯（山芋）；③忌食辛辣、i油腻之品；宜忌酒。0",0902,清热通痹
滑膜炎颗粒,【处方组成】Www~MediX~cn夏枯草，l女贞子，l功劳叶，l黄芪，l防己，l薏苡仁，l土茯苓，l丝瓜络，l泽兰，l丹参，l当归，l川牛膝，l豨莶草。0【规格剂型】Www~MediX~cn颗粒剂：i每袋重12g。0【用法用量】Www@MediX@cn开水冲服：i1袋/次，l3次/d。0【功能主治】医用.计算清热利湿，l活血通络。0用于湿热闭阻，l瘀血阻络所致的痹病，l症见关节疼痛、i痛有定处、i屈伸不利；急、i慢性滑膜炎及膝关节术后见上述证候者。0【注意事项】Www_MediX_cn①寒湿痹阻及脾胃虚寒者慎用；②忌辛辣油腻之品；③孕妇慎用；④急性滑膜炎积液多者，l可采用关节穿刺术抽出过多的积液后，l再应用本品治疗。0,0902,清热通痹
痛风定胶囊,【处方组成】Www~MediX~cn秦艽，l黄柏，l川牛膝，l延胡索，l赤芍，l泽泻，l车前子，l土茯苓。0【规格剂型】Www~MediX~cn胶囊剂：i每粒装0.4g。0【用法用量】Www@MediX@cn口服：i4粒/次，l3次/d。0【功能主治】医用.计算清热祛湿，l活血通络定痛。0用于湿热痹证及痛风，l症见关节红肿热痛、i口渴心烦、i小便黄、i舌红苔黄腻等。0亦用于高尿酸血症。0【注意事项】Www_MediX_cn①风寒湿痹者忌用；②忌食肉类、i鱼虾、i豆类、i辛辣、i油腻之品；宜忌酒；③孕妇慎用；④服药后不宜立即饮茶。0,0902,清热通痹
疏风定痛丸,【处方组成】Www~MediX~cn马钱子粉，l麻黄，l乳香（醋制），l没药（醋制），l千年健，l自然铜（煅），l地枫皮，l桂枝，l牛膝，l木瓜，l甘草，l杜仲（盐炙），l防风，l羌活，l独活。0【规格剂型】Www~MediX~cn丸剂：i每丸重6g。0【用法用量】Www@MediX@cn口服：i1丸/次，l2次/d。0【功能主治】医用.计算祛风散寒，l活血止痛。0用于风寒湿闭阻，l瘀血阻络所致的痹病，l症见关节疼痛、i冷痛、i刺痛或疼痛致甚、i屈伸不利、i局部恶寒、i腰腿疼痛、i四肢麻木及跌打损伤所致的局部肿痛。0【注意事项】Www_MediX_cn①属风湿热痹者忌用；②孕妇忌用；③本品含马钱子有毒，l不可多服；④本品含乳香、i没药，l脾胃虚弱者慎用；⑤高血压、i心脏病、i肝肾功能不全、i癫痫、i破伤风、i甲亢病人忌用。0,0901,祛寒通痹
追风透骨丸（片）,【处方组成】Www~MediX~cn制川乌，l白芷，l制草乌，l香附（制），l甘草，l白术（炒），l没药（制），l麻黄，l川芎，l乳香（制），l秦艽，l地龙，l当归，l茯苓，l赤小豆，l羌活，l天麻，l赤芍，l细辛，l防风，l天南星（制），l桂枝，l甘松，l朱砂。0【规格剂型】Www~MediX~cn①丸剂：i每10丸重1g；②片剂。0【用法用量】Www@MediX@cn口服：i①丸剂，l6g/次，l2次/d；②片剂，l4片/次，l2次/d。0【功能主治】医用.计算祛风除湿，l通经活络，l散寒止痛。0用于风湿寒痹，l症见肢节疼痛、i肢体麻木、i局部畏寒。0【注意事项】Www_MediX_cn①湿热痹阻、i脾胃湿热者忌用；②孕妇忌服；③本品含川乌、i草乌有毒，l不宜久服；④本品含朱砂，l肾脏病患者慎用；含麻黄，l高血压、i冠心病患者慎用；含乳香、i没药，l脾胃虚寒者禁用。0,0901,祛寒通痹
伤湿止痛膏,【处方组成】Www~MediX~cn伤湿止痛流浸膏，l水杨酸甲酯，l薄荷脑，l冰片，l樟脑，l芸香浸膏，l颠茄流浸膏。0【规格剂型】Www~MediX~cn橡胶膏剂【用法用量】Www@MediX@cn外用：i贴于患处。0【功能主治】医用.计算祛风湿，l活血止痛。0用于风湿性关节炎、i肌肉疼痛，l关节肿痛。0【注意事项】Www_MediX_cn①凡对橡胶膏过敏或皮肤糜烂、i破裂者不宜贴用；②使用中如皮肤发痒或变红，l应立即取下；③孕妇忌用。0,0901,祛寒通痹
坎离砂,【处方组成】Www~MediX~cn当归，l川芎，l防风，l透骨草。0【规格剂型】Www~MediX~cn每袋装62.5g。0【用法用量】Www@MediX@cn外用：i将布袋抖动至发热后置于患处，l1袋/次。0【功能主治】医用.计算祛风散寒，l活血止痛。0用于风寒湿痹，l四肢麻木，l关节疼痛，l脘腹冷痛。0【注意事项】Www_MediX_cn①风湿热痹，l关节红肿热痛者慎用；②忌贴于创伤处；③患处有皮肤病者慎用；④有过敏反应时，l应立即停药。0,0901,祛寒通痹
骨龙胶囊,【处方组成】Www~MediX~cn狗腿骨，l穿山龙。0【规格剂型】Www~MediX~cn胶囊剂：i每粒装0.5g。0【用法用量】Www@MediX@cn口服：i4-6粒/次，l3次/d。0【功能主治】医用.计算散寒镇痛，l活血祛风，l强筋壮骨。0用于肝肾两虚、i寒湿瘀阻引起的筋骨痿软无力、i肢体腰膝冷痛，l以及风湿及类风湿性关节炎。0【注意事项】Www_MediX_cn①风湿热痹慎用；②孕妇慎服；③忌食生冷油腻食物。0,0901,祛寒通痹
天和追风膏,【处方组成】Www~MediX~cn生草乌，l麻黄，l细辛，l羌活，l乌药，l白芷，l高良姜，l独活，l威灵仙，l生川乌，l肉桂，l红花，l桃仁，l苏木，l赤芍，l乳香，l没药，l当归，l蜈蚣，l蛇蜕，l海风藤，l牛膝，l续断，l香加皮，l红大戟，l麝香酮，l广西血竭，l肉桂油，l冰片，l薄荷脑，l辣椒流浸膏，l丁香罗勒油，l月桂氮卓酮，l樟脑，l水杨酸甲酯。0【规格剂型】Www~MediX~cn橡胶膏剂：i7cm×10cm。0【用法用量】Www@MediX@cn外用：i贴患处。0【功能主治】医用.计算温经通络，l祛风除湿，l活血止痛。0用于风寒湿闭阻，l瘀血阻络所致的痹病，l症见关节疼痛、i屈伸不利、i局部恶风寒、i腰背酸痛、i四肢麻木等。0【注意事项】Www_MediX_cn①属风湿热痹者忌用；②孕妇忌用；③皮肤破损处忌用；④有致皮肤刺痛、i瘙痒、i发红等不良反应的文献报道。0,0901,祛寒通痹
肾石通颗粒,【处方组成】Www~MediX~cn金钱草，l王不留行（炒），l萹蓄，l延胡索（醋制），l鸡内金（烫），l丹参，l木香，l瞿麦，l牛膝，l海金沙。0【规格剂型】Www~MediX~cn颗粒剂：i每袋重15g。0【用法用量】Www@MediX@cn温开水冲服：i1袋/次，l2次/d。0【功能主治】医用.计算清热通淋，l化瘀排石。0用于湿热下注，l瘀血内阻所致的石淋，l症见尿频、i尿急、i尿痛、i腰腹疼痛；泌尿系统结石见上述证候者。0【注意事项】Www_MediX_cn①结石直径≤0.5cm排石成功率较高；双肾结石或结石直径≥1.5cm或结石嵌顿时间长的病例忌用；②肝郁气滞、i脾肾亏虚所致淋证不宜使用；③孕妇及有出血倾向者忌用；③忌辛辣油腻及煎炸类食物。0,0803,利湿通淋
净石灵胶囊,【处方组成】Www~MediX~cn广金钱草，l黄芪，l茯苓，l萹蓄，l海金砂，l淫羊藿，l夏枯草，l滑石，l元胡（醋制），l当归，l巴戟天，l赤芍，l冬葵子，l车前子，l桃仁，l鸡内金，l甘草。0【规格剂型】Www~MediX~cn胶囊剂：i每粒装0.3g。0【用法用量】Www@MediX@cn口服：i5粒/次，l3次/d，l饭后1小时饮水300-500ml，l并做跳跃运动10-15次，l体弱者酌减。0每次排尿注意结石排出情况。0【功能主治】医用.计算益气温阳，l利尿排石。0用于下焦湿热所致的石淋、i热淋，l症见尿频、i尿急、i尿痛、i腰痛、i腹痛；泌尿系统结石、i尿路感染见上述证候者。0【注意事项】Www_MediX_cn①双肾结石或结石直径≥1.5cm或结石嵌顿时间长的病例忌用；②湿热炽盛所致石淋、i热淋，l未见脾肾两虚者忌用；③孕妇忌用；④忌食生冷。0,0803,利湿通淋
五淋丸,【处方组成】Www~MediX~cn海金沙，l木通，l栀子（姜制），l黄连，l石韦（去毛），l茯苓皮，l琥珀，l地黄，l白芍，l川芎，l当归，l甘草。0【规格剂型】Www~MediX~cn丸剂：i每100粒重6g。0【用法用量】Www@MediX@cn口服：i6g/次，l2次/d。0【功能主治】医用.计算清热利湿，l分清止淋。0用于下焦湿热引起的尿频、i尿急，l小便涩痛，l浑浊不清。0【注意事项】Www_MediX_cn①宜多喝水，l避免憋尿和劳累；治疗期间宜节制房事；②本品用于热淋实证，l脾肾亏虚的气淋、i劳淋患者忌用；③本品苦寒，l易伤正气，l不可过服、i久服；④忌辛辣油腻及煎炸类食物；⑤孕妇慎服。0,0803,利湿通淋
热淋清颗粒,【处方组成】Www~MediX~cn头花蓼【规格剂型】Www~MediX~cn颗粒剂：i每袋装4g（无糖型），l8g（含糖型）。0【用法用量】Www@MediX@cn开水冲服：i1-2袋/次，l3次/d。0【功能主治】医用.计算清热泻火，l利尿通淋。0用于下焦湿热所致的尿频、i尿急、i尿痛；尿路感染，l肾盂肾炎见上述证候者。0【注意事项】Www_MediX_cn①结石直径≤0.5cm排石成功率较高；双肾结石或结石直径≥1.5cm或结石嵌顿时间长的病例忌用；②淋证属于肝郁气滞或脾肾两虚，l膀胱气化不行者不宜使用；③忌酒及辛辣油腻之品；④注意多饮水，l避免过度劳累。0,0803,利湿通淋
三金颗粒（胶囊）,"【处方组成】Www~MediX~cn金樱根，l菝葜，l羊开口，l海金沙藤，l积雪草。0【规格剂型】Www~MediX~cn①颗粒剂：i每袋重14g（相当于原药材10.5g）②胶囊剂：i每粒装0.35g。0【用法用量】Www@MediX@cn口服：i①颗粒剂,1开水冲服：i14g/次，l3-4次/d；②胶囊剂,12粒/次，l3-4次/d。0【功能主治】医用.计算清热解毒，l利湿通淋，l益肾。0用于下焦湿热所致的热淋，l小便短赤、i淋沥涩痛；急、i慢性肾盂肾炎，l膀胱炎，l尿路感染见上述症候者。0【注意事项】Www_MediX_cn①淋证属于肝郁气滞或脾肾两虚，l膀胱气化不行者不宜使用；②忌烟酒及辛辣油腻之品；③注意多饮水，l避免过度劳累。0",0803,利湿通淋
消石片,"【处方组成】Www~MediX~cn威灵仙，l核桃，l红穿破石，l水河剑，l半边莲，l铁线草，l猪苓，l郁金，l琥珀，l乌药。0【规格剂型】Www~MediX~cn片剂：i每片相当于总药材3g。0【用法用量】Www@MediX@cn口服：i4-6片/次，l3次/d。0【功能主治】医用.计算清热利尿，l通淋排石。0用于湿热下注所致的石淋,1症见尿频、i尿急、i尿痛、i腰痛；泌尿系统结石见上述证候者。0【注意事项】Www_MediX_cn①结石直径≤0.5cm排石成功率较高；双肾结石或结石直径≥1.5cm或结石嵌顿时间长的病例忌用；②若久病伤正兼见气虚或阴虚时,1不宜单用；③孕妇及有活动性出血者忌用；④忌辛辣油腻及煎炸类食物。0",0803,利湿通淋
代温灸膏,【处方组成】Www~MediX~cn辣椒，l肉桂，l生姜，l肉桂油。0【规格剂型】Www~MediX~cn膏药剂【用法用量】Www@MediX@cn外用：i根据病证，l按穴位贴一张。0【功能主治】医用.计算温通经脉，l散寒镇痛。0用于风寒阻络所致的痹证、i泄泻，l症见腰背、i四肢关节冷痛；寒伤脾胃所致的脘腹冷痛，l虚寒泄泻；慢性风湿性关节炎、i慢性胃肠炎见上述证候者。0【注意事项】Www_MediX_cn①风湿热痹，l关节红肿热痛及脾胃积热致胃脘灼痛者慎用；②凡对橡胶膏过敏或皮肤糜烂、i破裂者不宜贴用；③孕妇忌用；④使用中如皮肤发痒或变红，l应立即取下。0,0901,祛寒通痹
尿路通片,【处方组成】Www~MediX~cn金钱草，l海金砂，l冬葵子，l鸡内金（炒），l泽泻，l小蓟，l郁金，l元胡（醋制），l芒硝。0【规格剂型】Www~MediX~cn片剂：i每片重0.3g。0【用法用量】Www@MediX@cn口服：i4-6片/次，l3次/d。0或遵医嘱。0【功能主治】医用.计算清热祛湿，l通淋排石。0用于湿热下注所致的石淋，l症见尿频、i尿急、i尿痛、i腰痛、i苔黄腻、i脉滑数。0【注意事项】Www_MediX_cn①对久病伤正，l兼见肾阴不足或脾气亏虚，l虚实炎杂者，l不宜单用本品；②双肾结石或结石直径≥1.5cm或结石嵌顿时间长的病例忌用；③忌辛辣油腻及煎炸类食物；④孕妇及哺乳期妇女慎用。0,0803,利湿通淋
清眩片,"【处方组成】Www~MediX~cn川芎,1白芷,1薄荷,1荆芥穗,1石膏。0【规格剂型】Www~MediX~cn片剂【用法用量】Www@MediX@cn口服:4片/次,12次/d。0【功能主治】医用.计算散风解热。0用于风热头晕目眩，l偏正头痛，l鼻塞牙痛。0【注意事项】Www_MediX_cn①阴虚阳亢之头痛、i眩晕慎用；②孕妇慎服；③服药期间，l忌食辛辣油腻之品。0",0701,疏散外风
