medname,text,code,name
单硝酸异山梨酯,【妊娠危险分级】C【妊娠】慎用【哺乳】慎用【详细叙述】本药片剂动物实验显示本品没有胚胎毒性，l目前没有足够的证据证明妊娠及哺乳期妇女使用本品的安全性，l故慎用。0,0301,抗心绞痛药
维生素D,【妊娠危险分级】A；D-超过每日推荐摄入量【妊娠】可用A【哺乳】可用【详细叙述】动物摄入过量的维生素D可致胎仔畸形，l孕妇使用过量，l可致胎儿瓣膜上主动脉狭窄、i脉管受损、i甲状旁腺功能抑制而使新生儿长期低血钙抽搐。0本药能少量入乳，l对哺乳的影响尚不明确。0美国RDA标准中建议孕妇或哺乳期妇女每日应摄入维生素D1400～600IU，l若乳母应用超生理用量的维生素D，l应对乳儿进行血钙监测。0,1201,维生素类
叶酸,【妊娠危险分级】A；C-剂量超过0.8mg/d【妊娠】可用A【哺乳】可用【详细叙述】用于妊娠期、i哺乳期妇女预防给药。0妇女怀孕前1个月到怀孕后3个月期间，l每天服用0．4mg的叶酸增补剂可以预防胎儿神经管畸形的发生。0哺乳期可以应用。0,1201,维生素类
维生素C,【妊娠危险分级】A；C-超过每日推荐摄入量【妊娠】可用A【哺乳】可用【详细叙述】每日服用维生素C剂量超过1g，l可因直接刺激肠黏膜，l促进肠蠕动而致腹泻；胃肠道外应用巨量维生素C，l可引起肾损害及转移性草酸病伴心律紊乱；维生素C可通过胎盘，l孕妇大量服用时，l可产生婴儿坏血病。0本药可分泌入乳汁。0美国RDA标准中建议孕妇每日应摄入维生素C170～80mg；美国RDA标准中建议哺乳期妇女每日应摄入维生素C190～lOOmg。0,1201,维生素类
吡拉西坦,【妊娠危险分级】【妊娠】禁用【哺乳】禁用【详细叙述】本药宜通过胎盘屏障，l孕妇禁用。0哺乳期用药指征尚不明确。0,0209,影响脑血管药
阿米三嗪/萝巴新,【妊娠危险分级】【妊娠】慎用【哺乳】慎用【详细叙述】不宜用于妊娠妇女，l特别是在妊娠早期，l只有当治疗价值超过潜在危险性时方可服用。0,0209,影响脑血管药
尼莫地平,【妊娠危险分级】C【妊娠】慎用【哺乳】慎用【详细叙述】动物实验显示本药有致畸性。0药物能经乳汁分泌，l哺乳妇女须权衡利弊。0妊娠和哺乳期妇女仅可在有特别用药指征时使用。0,0209,影响脑血管药
硝酸甘油,【妊娠危险分级】C【妊娠】慎用【哺乳】慎用【详细叙述】本药喷雾剂在动物实验中，l无证据显示本品可对胎儿造成伤害，l但妊娠及哺乳期妇女应慎用。011本药经皮给药薄膜勿用于妊娠前3个月。0,0301,抗心绞痛药
贝那普利,【妊娠危险分级】C；D-中晚期应用【妊娠】禁用【哺乳】慎用【详细叙述】在妊娠期的前6个月用本药可导致胎儿肾损害，l面及头颅畸形。0并且也存在胎儿低血压的危险。0新生儿可出现低体重、i肾灌注减少及无尿。0本药可分泌至母乳，l但最大浓度仅为血浓度的0.3％，l尽管对母乳喂养儿不可能产生不良影响，l仍不主张哺乳期服用本药。0,0307,抗高血压药
咪达普利,【妊娠危险分级】【妊娠】禁用【哺乳】慎用【详细叙述】妊娠或可能妊娠妇女禁用本品。0哺乳妇女慎用本品。0,0307,抗高血压药
依那普利,【妊娠危险分级】C；D-中晚期应用【妊娠】禁用【哺乳】慎用【详细叙述】本品能通过胎盘。0在人体研究尚不充分，l但在妊娠中、i后期用本品有报道新生儿低血压、i肾功能不全、i颅骨发育不良或死亡者。0本品可分泌入乳汁，l哺乳需权衡利弊。0,0307,抗高血压药
美托洛尔,【妊娠危险分级】C；D-中晚期禁用【妊娠】慎用；中晚期禁用【哺乳】慎用【详细叙述】动物实验显示无致畸作用，l但大剂量给药可降低新生儿存活率。0本药可通过胎盘。0没有足够的人体研究数据，l但在妊娠前3个月给药没有致畸报道，l在妊娠中晚期使用可引起胎儿子宫内的发育迟缓和新生儿的β受体阻断作用。0本药在乳汁中有分泌，l哺乳期妇女应慎用。0,0301,抗心绞痛药
卡托普利,【妊娠危险分级】C；D-中晚期应用【妊娠】禁用【哺乳】慎用【详细叙述】动物实验显示增加死产比率。0关于人在妊娠头3个月使用这种药的研究还不充分，l但是没有此药致先天异常的报道。0在妊娠的中晚期使用该药可致：i①羊水过少导致肢体挛缩，l头颅畸形和肺发育不良；②延缓胎儿子宫内的发育；③肾小管发育不良导致新生儿的肾功能不全；④严重的新生儿低血压；⑤早产或死胎。0哺乳期妇女慎用。0,0307,抗高血压药
吲达帕胺,【妊娠危险分级】B；D-用于妊娠高血压患者【妊娠】慎用；妊娠高血压患者禁用【哺乳】慎用【详细叙述】妊娠妇女应避免服用，l因为能引起胎盘缺血，l具有胎儿生长发育不良的危险。0目前尚无有关进入母乳的资料，l但目前人体研究尚未发现问题。0,0307,抗高血压药
卡维地洛,【妊娠危险分级】C；D-中晚期应用【妊娠】禁用【哺乳】禁用【详细叙述】妊娠安全性尚未确立；本品可人乳汁，l妊娠和哺乳妇女禁用本品。0,0307,抗高血压药
比索洛尔,【妊娠危险分级】C；D-中晚期应用【妊娠】禁用【哺乳】禁用【详细叙述】孕妇、i哺乳期妇女禁用本品。0,0307,抗高血压药
阿罗洛尔,【妊娠危险分级】【妊娠】禁用【哺乳】慎用【详细叙述】在大白鼠器官形成期给药试验中，l剂量为临床剂量的250倍以上时出现肾盂扩大，l600倍以上时视神经缺损的自然发生率增大，l故不得用于孕妇。0本药可经母乳排泌，l故服药期间应避免授乳。0,0307,抗高血压药
索他洛尔,【妊娠危险分级】B；D-中晚期应用【妊娠】可用B；中晚期禁用【哺乳】慎用【详细叙述】生殖研究分别给予大鼠和兔人类最大推荐剂量的100倍和22倍的本药，l未见胎儿受损的迹象。0但对动物生殖的研究并不总能预测人类的反应。0尽管未对孕妇进行充分有效的研究，l但已证实本药能通过胎盘，l并在羊水中存在。0因此在孕期只有当潜在的利大于弊时才能使用本品。0本品在实验动物乳汁中有分泌，l据报道在人乳中也有。0所以应考虑本品对哺乳期婴儿所具有的潜在不良反应和药物对母亲的重要性以权衡是停止授乳还是停用药物。0,0307,抗高血压药
美托洛尔,【妊娠危险分级】C；D-中晚期禁用【妊娠】慎用；中晚期禁用【哺乳】慎用【详细叙述】动物实验显示无致畸作用，l但大剂量给药可降低新生儿存活率。0本药可通过胎盘。0没有足够的人体研究数据，l但在妊娠前3个月给药没有致畸报道，l在妊娠中晚期使用可引起胎儿子宫内的发育迟缓和新生儿的β受体阻断作用。0本药在乳汁中有分泌，l哺乳期妇女应慎用。0,0307,抗高血压药
哌唑嗪,【妊娠危险分级】C【妊娠】可用【哺乳】可用【详细叙述】没有足够的人体研究数据，l应用本药在整个孕期无不良反应的报道。0动物实验未见致畸作用，l大剂量给药可导致低体重儿出生。0尚未发现对新生儿有异常影响的报道，l可用于妊娠高血压的治疗。0在乳汁中浓度较低，l未见不良反应。0,0307,抗高血压药
拉贝洛尔,【妊娠危险分级】C；D-中晚期应用【妊娠】慎用【哺乳】慎用【详细叙述】本药可通过胎盘。0没有足够的人体研究数据，l但是在妊娠头3个月使用可能引起先天的异常。0如果在怀孕的中晚期使用，l引起胎儿子宫内的生长迟缓。0临近分娩期使用，l引起新生儿的β受体阻断作用(心动过缓和低血压)。0可分泌入乳汁，l哺乳期妇女可以使用但要注意新生儿有无β受体阻断样症状。0,0307,抗高血压药
培哚普利,【妊娠危险分级】C；D-中晚期应用【妊娠】禁用【哺乳】禁用【详细叙述】妊娠和哺乳妇女禁用本品。0啮齿动物和家兔应用大剂量的研究表明，l在最大剂量时对母体和胎仔有毒性作用。0尚未发现胚胎毒性和致畸作用。0对猴的研究中未发现母体和胎儿毒性。0至今尚无本品对妊娠人体的研究报告。0在人体，l患者应用ACE抑制剂治疗后，l发现少数病例胎儿出现宫内发育迟缓、i早熟和动脉导管封闭，l但尚不能准确地认定是药物所致或潜在的病理情况所致；母体同时服用本品和利尿剂治疗后，l曾有不可逆性新生儿无尿的罕见病例报道。0在动物中，l本品能小量进入母体乳汁，l目前尚无有关人体这方面的研究报道。0,0307,抗高血压药
西拉普利,【妊娠危险分级】D【妊娠】禁用【哺乳】禁用【详细叙述】与其他ACEI一样，l目前虽然无致畸病例的报道，l动物实验显示服用本品后可能会对胎儿造成不良影响。0由于并未进行人体对照性研究，l为了安全起见，l妇女在怀孕期间。0，l应避免使用。0目前仍无法确定本品是否会分泌入母乳中，l仅动物实验数据显示它曾出现于大鼠乳液中。0哺乳期妇女仍应避免服用。0,0307,抗高血压药
烟酰胺,【妊娠危险分级】C【妊娠】慎用【哺乳】慎用【详细叙述】妊娠初期过量服用有致畸的可能。0美国RDA标准中推荐孕妇每日所需烟酰胺15～17mg，l应用大剂量烟酰胺可引起肝损害和高尿酸血症；美国RDA标准中推荐哺乳期妇女每日应摄入烟酰胺18～20mg。0,1201,维生素类
烟酸,【妊娠危险分级】A；C-治疗高脂血症【妊娠】可用A；慎用-治疗高脂血症【哺乳】慎用【详细叙述】本药的动物实验尚未研究。0用药期间如患有原发高胆固醇症(I型或Ⅱ型)的妇女怀孕，l应停止服药。0本药可经乳汁分泌，l治疗剂量可能对婴儿产生严重不良反应，l故NSL期妇女用药应暂停哺乳。0,1201,维生素类
阿替洛尔,【妊娠危险分级】D【妊娠】慎用【哺乳】慎用【详细叙述】本品可通过胎盘。0妊高征用药可致胎儿宫内发育迟缓，l分娩无力造成难产。0尚无导致动物畸胎作用的报道。0但仍应注意母亲使用过β受体阻断剂的新生儿才出现以下症状：i心力衰竭、i吸吮困难、i胎儿营养不良、i心动过缓、i低血压、i低血糖、i低体温，l建议对出生3～5天的新生儿进行特殊监护。0哺乳期不宜授乳，l因为药物通过乳汁排出。0,0307,抗高血压药
维生素B2,【妊娠危险分级】A【妊娠】可用A【哺乳】可用【详细叙述】本药对妊娠的影响尚不明确。0本药可分泌入乳汁，l但哺乳是安全的。0美国RDA标准中建议孕妇每日应摄入维生素B2111.6mg；美国RDA标准中建议哺乳期妇女每日应摄人维生素B211.7～1.8mg。0,1201,维生素类
胶体态酒石酸铋,【妊娠危险分级】【妊娠】禁用【哺乳】禁用【详细叙述】孕妇禁用。0哺乳期妇女应用本品时应暂停哺乳。0,0501,抗酸及治疗消化性溃疡病药
氢氯噻嗪,【妊娠危险分级】B；D-用于妊娠高血压患【妊娠】慎用【哺乳】慎用【详细叙述】人体研究资料有限，l可以通过人的胎盘。0噻嗪类可使新生儿出生时低血糖。0妊娠末期使用噻嗪类可能引起新生儿的血小板减少和溶血性贫血。0噻嗪类可能引起母亲低血压和电解质紊乱，l继之影响胎儿。0可抑制泌乳，l哺乳慎用。0,0307,抗高血压药
福辛普利,【妊娠危险分级】C；D-中晚期【妊娠】禁用【哺乳】禁用【详细叙述】在妊娠的第4～9个月，l使用血管紧张素转换酶抑制剂(ACEI)会引起羊水过少，l新生儿的血压降低以及无尿症，l故妊娠妇女禁用本品。0因其在人乳中能检出，l故授乳母亲不能使用。0,0307,抗高血压药
替普瑞酮,【妊娠危险分级】【妊娠】慎用【哺乳】慎用【详细叙述】由于尚未确定妊娠用药的安全性，l所以妊娠或有可能妊娠的妇女需用药时，l仅在治疗效果超过危险性的情况下方可用药。0对哺乳的影响尚不明确。0尚未确立小儿用药的安全性(未验证过)。0,0501,抗酸及治疗消化性溃疡病药
马来酸依索拉定,【妊娠危险分级】【妊娠】慎用【哺乳】慎用【详细叙述】孕妇慎用。0对哺乳期的影响尚未确定。0,0501,抗酸及治疗消化性溃疡病药
甘珀酸钠,【妊娠危险分级】【妊娠】禁用【哺乳】禁用【详细叙述】孕妇及哺乳期妇女禁用。0,0501,抗酸及治疗消化性溃疡病药
硫糖铝,【妊娠危险分级】B【妊娠】慎用【哺乳】酌用【详细叙述】动物实验未发现本品有致畸作用，l在人类，l本品是否有致畸作用尚无充分和可供对照的研究报道。0铝对于人类的大脑和骨骼组织有毒性作用，l但口服铝制剂极少吸收，l应慎重使用。0若病情需要，l需权衡利弊。0本品可能会经母乳排出，l但由于该药口服胃肠道吸收极少，l可以慎重使用。0,0501,抗酸及治疗消化性溃疡病药
可乐定,【妊娠危险分级】C【妊娠】慎用【哺乳】慎用【详细叙述】对妊娠的影响在人体研究尚不充分，l但动物试验表明在妊娠的头3个月使用可能会引起心血陷。0尚无应用本品出生婴儿产生神经和血流动力学方面的副作用的报道。0,0307,抗高血压药
赖诺普利,【妊娠危险分级】C-前3个月；D-3个月后【妊娠】慎用；中晚期禁用【哺乳】慎用【详细叙述】本品在妊娠中晚期用药，l可致胎儿损害甚至死亡，l故孕妇不宜使用；本药可进入乳汁，l哺乳期妇女避免使用。0,0307,抗高血压药
缬沙坦,【妊娠危险分级】C；D-在妊娠中、i晚期应用【妊娠】禁用【哺乳】慎用【详细叙述】尽管没有本药用于孕妇的经验，l但对孕中、i后期妇女给予血管紧张素转换酶抑制剂，l其子宫与药物接触后，l可导致胎儿的损伤和死亡。0因此，l同任何直接作用于肾素-血管紧张素-醛固酮的药物一样，l本药不能用于孕期妇女，l如在服用本药期间发现怀孕，l应尽快停用。0尚不知缬沙坦是否分泌至乳汁中，l动物实验表明缬沙坦可分泌至哺乳期大鼠的乳汁中，l因此，l建议授乳妇女勿用本药。0,0307,抗高血压药
氯沙坦钾,【妊娠危险分级】C；D-如在妊娠中、i晚期用药【妊娠】慎用；3个月后禁用【哺乳】慎用【详细叙述】尽管没有怀孕妇女应用洛沙坦的经验，l但动物研究已证明该药对胎儿及新生儿可引起损伤和死亡，l其机制被认为是通过药物介导而对肾素-血管紧张素系统产生作用。0人类胎儿在6个月时开始的肾灌注，l取决于肾素-血管紧张素系统的发育；因此，l如果在怀孕的6～9个月期间应用洛沙坦，l对胎儿的危险会增加。0因此，l一旦妊娠应立即停药。0尚不知道洛沙坦是否经人乳排泄，l由于许多药物可经人乳排泄，l及对哺乳婴儿可能产生不良作用，l故应该考虑药物对母亲的重要性而做出决定，l是停止哺乳还是停用药物。0,0307,抗高血压药
米索前列醇,【妊娠危险分级】X【妊娠】禁用【哺乳】禁用【详细叙述】由于米索前列醇能兴奋子宫，l诱发宫缩和导致流产，l故孕妇禁用。0尚不清楚本药的活性代谢物是否从乳汁中分泌，l由于其代谢物米索前列酸可引起婴儿严重腹泻，l因此不应用于哺乳期妇女。0,0501,抗酸及治疗消化性溃疡病药
复方氢氧化铝,【妊娠危险分级】【妊娠】慎用【哺乳】慎用【详细叙述】妊娠头3个月慎用。0对哺乳期的影响尚不清楚。0,0501,抗酸及治疗消化性溃疡病药
普萘洛尔,【妊娠危险分级】C；D-中晚期应用【妊娠】慎用；中晚期禁用【哺乳】慎用【详细叙述】本品可通过胎盘进入胎儿体内，l有报道妊娠高血压者用后可致宫内胎儿发育迟缓，l分娩时无力造成难产，l新生儿可产生低血压、i低血糖、i呼吸抑制及心率减慢，l尽管也有报道对母亲及胎儿均无影响，l但必须权衡利弊后应用。0可从乳汁分泌少量，l故哺乳妇女应用必须权衡利弊。0,0307,抗高血压药
奥柳氮钠,【妊娠危险分级】【妊娠】禁用【哺乳】慎用【详细叙述】孕妇禁用。0哺乳期妇女慎用。0,0501,抗酸及治疗消化性溃疡病药
奥沙拉秦钠,【妊娠危险分级】【妊娠】禁用【哺乳】慎用【详细叙述】孕妇禁用。0哺乳期妇女慎用。0,0501,抗酸及治疗消化性溃疡病药
呋塞米,【妊娠危险分级】C；D-用于妊娠高血压患者【妊娠】禁用【哺乳】慎用【详细叙述】本品不用于妊娠性水肿及妊娠性高血压。0因为本品可能引起胎盘缺血，l并发生胎儿营养不良危险。0能分泌入乳汁，l服药期间不宜哺乳。0,0307,抗高血压药
麦滋林-S,【妊娠危险分级】【妊娠】慎用【哺乳】慎用【详细叙述】妊娠期妇女服用时仅在判断其治疗上的有益性大于有害性的情况下给予。0对哺乳期的影响尚未确定。0,0501,抗酸及治疗消化性溃疡病药
利血平,【妊娠危险分级】C【妊娠】禁用【哺乳】酌用【详细叙述】本品可通过胎盘，l可能导致胎儿先天异常如小头、i肾积水、i输尿管积水。0临近胎儿足月用药易致新生儿流涕、i嗜睡、i厌食。0本品可分泌至乳汁，l但已报道无有害作用。0,0307,抗高血压药
甲基多巴,【妊娠危险分级】C【妊娠】慎用【哺乳】可用【详细叙述】妊娠或哺乳妇女慎用。0本药可通过胎盘。0在动物大脑发育期应用此药由于神经递质的损害，l会导致睡眠和行为的障碍。0在人体研究尚不充分，l但是曾有应用此药引起胎儿睡眠障碍的报道。0在妊娠的头3个月后(16～20周)应用此药导致新生儿的头围减小，l但无神经系统后遗症或者智障。0在出生的前2天应用引起新生儿轻微的低血压。0在乳汁中浓度较低，l哺乳妇女可以应用。0,0307,抗高血压药
米诺地尔,【妊娠危险分级】【妊娠】慎用【哺乳】慎用【详细叙述】对孕妇的无害性尚未确立。0哺乳期妇女不宜使用。0,0307,抗高血压药
肼屈嗪,【妊娠危险分级】C【妊娠】禁用【哺乳】可用【详细叙述】妊娠的头4个半月禁止使用，l因本品有动物致畸胎作用，l妊娠头3个月应用可能引起尿道下裂。0妊娠最后3个月应用可能发生血小板减少易出血。0有报道孕妇用本品可致心动过速。0本药可分泌至乳汁，l哺乳期应用较安全。0,0307,抗高血压药
特拉唑嗪,【妊娠危险分级】C【妊娠】禁用【哺乳】禁用【详细叙述】孕妇及哺乳期妇女避免使用。0,0307,抗高血压药
生长抑素,【妊娠危险分级】B【妊娠】禁用【哺乳】禁用【详细叙述】没有证据证明此药在人类及动物怀孕期中使用不会产生毒害，l但为安全起见，l妊娠期或产后期(产褥期)以及哺乳期禁用。0,0501,抗酸及治疗消化性溃疡病药
厄贝沙坦,【妊娠危险分级】C-前3个月；D-3个月后【妊娠】慎用；中晚期禁用【哺乳】禁用【详细叙述】鉴于该药对婴幼儿潜在的危害，l哺乳期妇女用药期间应停止哺乳。0,0307,抗高血压药
普劳诺托,【妊娠危险分级】【妊娠】慎用【哺乳】慎用【详细叙述】孕妇慎用。0哺乳期妇女慎用。0,0501,抗酸及治疗消化性溃疡病药
螺佐呋酮,【妊娠危险分级】【妊娠】慎用【哺乳】慎用【详细叙述】孕妇、i哺乳期妇女慎用。0,0501,抗酸及治疗消化性溃疡病药
阿米洛利,【妊娠危险分级】B；D-用于妊娠高血压患者【妊娠】慎用【哺乳】慎用【详细叙述】动物实验本品对胎仔无不良作用；但本品可能引起胎盘出血并发生胎儿营养不良、i可引起胎儿电解质紊乱的危险，l不宜用于治疗妊娠期水肿及妊娠性高血压。0孕妇和可能怀孕的妇女应用本药时应监测血常规、i肝功能或其他特异反应。0尚无资料证明本药经乳汁分泌，l哺乳期慎用。0,0307,抗高血压药
螺内酯,【妊娠危险分级】C；D-用于妊娠高血压患者【妊娠】慎用【哺乳】慎用【详细叙述】孕妇慎用，l如必须使用宜短期(动物实验：i雄性雌性化；人类：i无害性尚未确立，l可能导致男性胎儿女性化)。0服用本品不宜哺乳。0,0307,抗高血压药
硝普钠,【妊娠危险分级】【妊娠】慎用【哺乳】慎用【详细叙述】因其可能有致畸作用及氰化物蓄积中毒，l故应用仅限于静脉，l用于其他降压药不能控制的恶性高血压并发左心衰竭者、i短期应用并在用药后尽快娩出胎儿者。0,0307,抗高血压药
